food_commodity_group,food_commodity_typology,food_commodity_item,carbon_footprint_,publication_year,country,region,wfp
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.0427,2013.0,Russia,E Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.0811527,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.0811527,2011.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.1937,2011.0,Slovakia,E Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.22454332,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.22454332,2011.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.3327,2011.0,Argentina,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.3327,2014.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.34452456,2010.0,EU 27,Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.51132456,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.51132456,2011.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.54,2012.0,USA,N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.5412,2013.0,Ireland,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.6385,2003.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.64545,2013.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.64545,2016.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,15.7981058,2011.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.04,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.04,2014.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.0427,2010.0,Europe,Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.08488705,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.08488705,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.08488705,2011.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.0972,2013.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.0972,2013.0,USA,N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.13195,2013.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.2362,2011.0,Austria,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.27095,2013.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.31265,2013.0,USA,N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.34045,2013.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.4447,2011.0,Romania,E Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.5837,2011.0,Bulgaria,E Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.5837,2011.0,France,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.5837,2011.0,Latvia,E Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.74,2014.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.7497835,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.7644,2010.0,UK,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.89308247,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.9312,2011.0,Germany,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.94,2012.0,Norway,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,16.96595,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.06521201,2011.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.17445,2010.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.2092,2013.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.39,2013.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.4177,2014.0,Other imported,Other imported,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.5567,2011.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.6957,2012.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.71701334,2015.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.84,2013.0,Norway,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.84,2012.0,Usa,N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.94,2014.0,UK,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.9427,2010.0,Europe,Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,17.9737,2011.0,Belgium,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.0927,2012.0,Norway,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.14745,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.3212,2011.0,UK,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.34,2014.0,UK,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.54,2013.0,Norway,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.6834807,2011.0,Canada (west),N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.6834807,2006.0,Ireland,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.6834807,2003.0,USA Mid-West,N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.74,2014.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.75953168,2012.0,Germany,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.80930884,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.80930884,2011.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,18.84245,2014.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.0162,2011.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.04,2011.0,Ireland,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.0427,2013.0,W Europe,W Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.09033334,2012.0,France,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.34,2012.0,Norway,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.3637,2011.0,Czech republic,E Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.5027,2006.0,Ireland,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.5027,2014.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.5027,2009.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.50285257,2010.0,EU 27,Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.51154545,2012.0,France,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.7112,2011.0,Ireland,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.7807,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.835,2011.0,USA,N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.9427,2010.0,Europe,Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,19.98284885,2006.0,UK,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,20.0587,2013.0,Argentina,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,20.1977,2013.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,20.1977,2011.0,Uruguay,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,20.4757,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,20.54755877,2010.0,France,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,20.7537,2011.0,Portugal,Mediterranean area,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,20.8927,2008.0,Canada,N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,20.8927,2008.0,Canada (west),N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,20.91151815,2014.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,21.05490877,2011.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,21.19639394,2012.0,France,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,21.26451188,2010.0,USA Mid-West,N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,21.5877,2014.0,Ireland,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,21.5877,2014.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,21.5877,2014.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,21.5877,2014.0,Uruguay,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,21.6572,2011.0,Slovenia,E Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,21.98146498,2011.0,Canada (east),N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,22.2827,2006.0,Ireland,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,22.2827,2007.0,Japan,Asia,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,22.65744622,2011.0,Australia,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,22.8387,2011.0,Hungary,E Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,23.06237747,2014.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,23.1862,2011.0,Poland,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,23.24,2011.0,Ireland,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,23.49254933,2014.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,23.56845,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,23.66575,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,23.7422,2013.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,24.0427,2013.0,Oceania,Oceania,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,24.0897,2011.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,24.3677,2013.0,Argentina,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,24.9237,2011.0,Finland,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,25.4797,2011.0,Estonia,E Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,25.7577,2013.0,Columbia,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,26.28318361,2010.0,France,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,26.6612,2012.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,27.0427,2012.0,France,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,27.3427,2010.0,Europe,Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,27.57369919,2010.0,USA Mid-West,N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,27.7427,2012.0,France,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,27.8427,2012.0,France,N Europe,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,28.0427,2013.0,Africa (near east and north),Africa,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,28.04425,2009.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,28.5377,2014.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,29.0427,2013.0,N America,N America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,29.2327,2013.0,Venezuela,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,29.4412,2011.0,Greece,Mediterranean area,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,31.43585,2012.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,32.66954906,2011.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,40.58436666,2008.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,44.5227,2012.0,Brazil,S America,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,48.0427,2013.0,Asia (east and south-east),Asia,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,70.04270003,2013.0,Africa (subsaharan),Africa,0
ANIMAL HUSBANDRY,BEEF MEAT WITH BONE,BEEF MEAT WITH BONE,76.04270001,2013.0,Asia (south),Asia,0
ANIMAL HUSBANDRY,BUFFALO BONE FREE MEAT,BUFFALO BONE FREE MEAT,54.53116959,2013.0,global average,world,0
ANIMAL HUSBANDRY,BUFFALO BONE FREE MEAT,BUFFALO BONE FREE MEAT,78.80017544,2013.0,world average,world,0
ANIMAL HUSBANDRY,BUFFALO BONE FREE MEAT,BUFFALO BONE FREE MEAT,80.84695906,2013.0,global average,world,0
ANIMAL HUSBANDRY,BUTTER,BUTTER,1.0474,2010.0,India,Asia,0
ANIMAL HUSBANDRY,BUTTER,BUTTER,3.7,2010.0,UK,N Europe,0
ANIMAL HUSBANDRY,BUTTER,BUTTER,7.2,2010.0,France,N Europe,0
ANIMAL HUSBANDRY,BUTTER,BUTTER,7.24,2014.0,N Europe,N Europe,0
ANIMAL HUSBANDRY,BUTTER,BUTTER,7.3,2013.0,Canada,N America,0
ANIMAL HUSBANDRY,BUTTER,BUTTER,8.48,2010.0,France,N Europe,0
ANIMAL HUSBANDRY,BUTTER,BUTTER,9.0,2010.0,Germany,N Europe,0
ANIMAL HUSBANDRY,BUTTER,BUTTER,9.5,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,BUTTER,BUTTER,9.6,2010.0,UK,N Europe,0
ANIMAL HUSBANDRY,BUTTER,BUTTER,20.83333333,2010.0,Austria,N Europe,0
ANIMAL HUSBANDRY,BUTTER,BUTTER,25.0,2010.0,Austria,N Europe,0
ANIMAL HUSBANDRY,EDIBLE INSECTS,MEALWORMS,2.84,2012.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,1.3,2011.0,Australia,Oceania,0
ANIMAL HUSBANDRY,EGGS,EGGS,1.3787,2016.0,China,Asia,0
ANIMAL HUSBANDRY,EGGS,EGGS,1.6,2011.0,Australia,Oceania,0
ANIMAL HUSBANDRY,EGGS,EGGS,1.696666667,2009.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,1.74,2014.0,Austria,Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,1.75,2011.0,Sweden,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,1.78,2010.0,Australia,Oceania,0
ANIMAL HUSBANDRY,EGGS,EGGS,1.8,2013.0,Denmark,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,1.84,2011.0,C Europe,C Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,1.94,2014.0,France,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,2.1,2014.0,USA,N America,0
ANIMAL HUSBANDRY,EGGS,EGGS,2.2061,2019.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,EGGS,EGGS,2.266666667,2008.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,2.4,2013.0,E Europe,E Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,2.4,2013.0,Russia,E Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,2.7,2013.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,EGGS,EGGS,2.758181818,2012.0,Finland,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,2.88,2008.0,France,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,2.9,2013.0,N America,N America,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.0,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.06,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.06,2013.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.175,2008.0,France,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.19,2008.0,France,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.2,2013.0,Asia (south),Asia,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.325,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.4,2013.0,Africa (near east and north),Africa,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.52,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.52,2013.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.56,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.56,2013.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.59,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.59,2013.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.77,2013.0,USA,N America,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.8,2013.0,S America (Latin America and Caribean),S America,0
ANIMAL HUSBANDRY,EGGS,EGGS,3.87,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,4.038,2008.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,4.04,2006.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,4.05,2013.0,W Europe,W Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,4.178,2008.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,4.2,2013.0,Asia (east and south-east),Asia,0
ANIMAL HUSBANDRY,EGGS,EGGS,4.39,2006.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,4.417948718,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,4.74,2006.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,4.933333333,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,5.15,2013.0,USA,N America,0
ANIMAL HUSBANDRY,EGGS,EGGS,5.2,2013.0,USA,N America,0
ANIMAL HUSBANDRY,EGGS,EGGS,5.3,2013.0,USA,N America,0
ANIMAL HUSBANDRY,EGGS,EGGS,5.94,2006.0,UK,N Europe,0
ANIMAL HUSBANDRY,EGGS,EGGS,6.0,2013.0,Africa (subsaharan),Africa,0
ANIMAL HUSBANDRY,FRESH CHEESE,CREAM,2.1,2013.0,Canada,N America,0
ANIMAL HUSBANDRY,FRESH CHEESE,CREAM,2.24,2012.0,Canada,N America,0
ANIMAL HUSBANDRY,FRESH CHEESE,CREAM,4.397496088,2012.0,UK,N Europe,0
ANIMAL HUSBANDRY,FRESH CHEESE,CREAM,5.3,2017.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,FRESH CHEESE,CREAM,5.6,2018.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,FRESH CHEESE,CREAM,6.875,2010.0,Austria,N Europe,0
ANIMAL HUSBANDRY,FRESH CHEESE,CREAM,7.916666667,2010.0,Austria,N Europe,0
ANIMAL HUSBANDRY,FRESH CHEESE,CREAM,8.31,2014.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,FRESH CHEESE,FRESH CHEESE ,8.3,2012.0,USA,N America,0
ANIMAL HUSBANDRY,FRESH CHEESE,MASCARPONE,5.7,2016.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,6.27,2017.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,6.89,2013.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,7.28,2013.0,USA,N America,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,7.37,2013.0,USA,N America,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,7.5,2012.0,USA,N America,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,8.09,2012.0,USA,N America,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,8.14,2012.0,USA,N America,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,8.26,2019.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,8.6,2017.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,9.3,2014.0,USA,N America,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,9.3,2018.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,9.72,2013.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,9.99,2013.0,Netherlands,N Europe,0
ANIMAL HUSBANDRY,FRESH CHEESE,MOZZARELLA,11.95,2014.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,FRESH CHEESE,RICOTTA,3.4,2016.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,FRESH CHEESE,STRACCHINO,4.92,2016.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,HARD AND SEMI-HARD CHEESE,ASIAGO,10.24,2018.0,Italy,Mediterranean area,0
ANIMAL HUSBANDRY,HARD AND SEMI-HARD CHEESE,CAMEMBERT CHEESE,7.0,2010.0,Austria,N Europe,0
ANIMAL HUSBANDRY,HARD AND SEMI-HARD CHEESE,CAMEMBERT CHEESE,8.1,2010.0,Austria,N Europe,0
ANIMAL HUSBANDRY,HARD AND SEMI-HARD CHEESE,CHEDDAR,8.7,2012.0,USA,N America,0
ANIMAL HUSBANDRY,HARD AND SEMI-HARD CHEESE,CHEDDAR,9.39,2012.0,USA,N America,0
ANIMAL HUSBANDRY,HARD AND SEMI-HARD CHEESE,CHEDDAR,13.024,2012.0,USA,N America,0
