food_commodity_group,food_commodity_typology,food_commodity_item,carbon_footprint_,publication_year,country,region,wfp
AGRICULTURAL PROCESSED,BEER,BEER GLASS BOTTLE,0.42,2012.0,Europe,Europe,0
AGRICULTURAL PROCESSED,BEER,BEER GLASS BOTTLE,0.568,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BEER,BEER GLASS BOTTLE,0.666,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BEER,BEER GLASS BOTTLE,0.842,2016.0,UK,N Europe,0
AGRICULTURAL PROCESSED,BEER,BEER GLASS BOTTLE,0.9605,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BEER,BEER GLASS BOTTLE,1.1111,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BEER,BEER GLASS BOTTLE,1.1718,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BEER,BEER GLASS BOTTLE,1.29,2012.0,Chile,S America,0
AGRICULTURAL PROCESSED,BEER,BEER GLASS BOTTLE,2.27,2012.0,Chile,S America,0
AGRICULTURAL PROCESSED,BEER,BEER IN CAN,0.51,2016.0,UK,N Europe,0
AGRICULTURAL PROCESSED,BEER,BEER IN CAN,0.575,2016.0,UK,N Europe,0
AGRICULTURAL PROCESSED,BEER,BEER IN CAN,0.693,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BEER,BEER IN CAN,0.7714,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BEER,BEER IN CAN,0.9,2012.0,USA,N America,0
AGRICULTURAL PROCESSED,BEER,BEER MODULAR CAN,0.5043,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BEER,BEER MODULAR CAN,0.5176,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BEER,BEER MODULAR CAN,0.5306,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BEER,BEER MODULAR CAN,0.5776,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BEER,BEER MODULAR CAN,0.5906,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.234,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.302,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.33,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.364,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.381,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.429,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.431,2016.0,Italy,Mediterranean Area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.435,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.507,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.516,2013.0,Italy,Mediterranean Area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.531,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.533,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.547,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.57,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.664,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.708,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,1.817,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,2.324,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,CHOCOLATE OR CREAM FILLED COOKIES,2.443,2017.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.101,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.108,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.136,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.143,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.154,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.225,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.234,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.255,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.263,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.291,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.339,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.343,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.343,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.346,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.368,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.41,2017.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.442,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.454,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.526,2011.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.548,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.558,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.559,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.6,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.613,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.692,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,1.945,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,2.041,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,2.147,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,2.39,2012.0,UK,N Europe,0
AGRICULTURAL PROCESSED,BISCUITS,SIMPLE COOKIES,2.549,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BOTTLED WATER,MINERAL WATER,0.422,2016.0,Mediterranean area,Mediterranean area,0
AGRICULTURAL PROCESSED,BOTTLED WATER,MINERAL WATER,0.56,2016.0,Mediterranean area,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD MULTICEREAL,0.514,2016.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD MULTICEREAL,0.542,2014.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD MULTICEREAL,0.775,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD MULTICEREAL,0.775,2012.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD MULTICEREAL,0.864,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD MULTICEREAL,1.072,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.3072,2010.0,India,Asia,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.4745901639,2010.0,Austria,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.518,2011.0,UK,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.548,2016.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.614,2014.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.6237704918,2010.0,Austria,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.689,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.705,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.711,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.81,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.821,2014.0,Denmark,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.84,2010.0,Denmark,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.847,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.858,2012.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.865,1999.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.885,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.89,2008.0,World,World,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.89,2010.0,Denmark,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.941,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.956,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.9575818142,2015.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.98,2008.0,World,World,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.98,2010.0,Denmark,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,0.9946498226,2015.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.026,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.065,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.25,2010.0,Denmark,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.303,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.30642,2011.0,UK,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.319964371,2015.0,Portugal,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.34035,2011.0,UK,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.39941,2011.0,UK,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.4,2012.0,UK,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.479306214,2015.0,Spain,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.519,2014.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.536,2016.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.566259705,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.579,2012.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,1.811241835,2015.0,Portugal,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD PLAIN,2.382285153,2015.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.529,2016.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.548,2014.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.614,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.7,2018.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.742,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.766,2012.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.779,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.844,2014.0,France,N Europe,0
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.894,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,0.913,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD,BREAD WHOLE,1.012,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,BREAD FROZEN,ROLLS (F),1.31,2010.0,Denmark,N Europe,0
AGRICULTURAL PROCESSED,BREAKFAST CEREALS,CORNFLAKES,2.64,2015.0,Europe,Europe,0
AGRICULTURAL PROCESSED,CHOCOLATE,DARK CHOCOLATE,2.49,2016.0,Ecuador,S America,0
AGRICULTURAL PROCESSED,CHOCOLATE,DARK CHOCOLATE,2.71,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CHOCOLATE,DARK CHOCOLATE,2.82,2016.0,Ecuador,S America,0
AGRICULTURAL PROCESSED,CHOCOLATE,MILK CHOCOLATE,3.6,2009.0,Europe,Europe,0
AGRICULTURAL PROCESSED,COFFEE GROUND & PARCHMENT,COFFEE GROUND,4.82,2013.0,"Costa Rica, processed in europe",C America,0
AGRICULTURAL PROCESSED,COFFEE GROUND & PARCHMENT,COFFEE GROUND,5.438571429,2008.0,Tanzania,Africa,0
AGRICULTURAL PROCESSED,COFFEE GROUND & PARCHMENT,COFFEE PARCHMENT,6.34,2014.0,"Mexico, Guatemala, Nicaragua, El Salvador, Colombia",S America,0
AGRICULTURAL PROCESSED,COFFEE GROUND & PARCHMENT,COFFEE PARCHMENT,7.44,2014.0,"Mexico, Guatemala, Nicaragua, El Salvador, Colombia",S America,0
AGRICULTURAL PROCESSED,COFFEE GROUND & PARCHMENT,COFFEE PARCHMENT,9.14,2014.0,"Mexico, Guatemala, Nicaragua, El Salvador, Colombia",S America,0
AGRICULTURAL PROCESSED,COFFEE GROUND & PARCHMENT,COFFEE PARCHMENT,10.94,2014.0,"Mexico, Guatemala, Nicaragua, El Salvador, Colombia",S America,0
AGRICULTURAL PROCESSED,COFFEE LIQUID,COFFEE DRIPPED FILTERED (L),0.46,2009.0,"Brasil, Colombia, Vietnam",S America,0
AGRICULTURAL PROCESSED,COFFEE LIQUID,COFFEE DRIPPED FILTERED (L),0.73,2009.0,"Brasil, Colombia, Vietnam",S America,0
AGRICULTURAL PROCESSED,COFFEE LIQUID,COFFEE SOLUBLE (L),0.33,2009.0,"Brasil, Colombia, Vietnam",S America,0
AGRICULTURAL PROCESSED,COFFEE LIQUID,ESPRESSO (L),0.55,2009.0,"Brasil, Colombia, Vietnam",S America,0
AGRICULTURAL PROCESSED,CRACKERS,FLAVORED CRACKERS,0.905,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,FLAVORED CRACKERS,0.916,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,FLAVORED CRACKERS,0.937,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,FLAVORED CRACKERS,1.262,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,0.966,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,0.969,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,0.988,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,1.038,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,1.055,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,1.124,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,1.215,2015.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,1.267,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,1.303,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,1.443,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,1.454,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,1.466,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,1.51,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,1.536,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,PLAIN CRACKERS,1.688,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.322,2016.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.4,2016.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.493,2013.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.539,2017.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.633,2013.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.65,2017.0,Germany,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.674,2013.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.687,2017.0,Germany,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.705,2017.0,Germany,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.707,2011.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.71,2017.0,Germany,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.761,2016.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.773,2013.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.777,2017.0,Germany,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.814,2013.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.817,2010.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.879,2017.0,Germany,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.889,2017.0,Germany,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.903,2017.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.957,2010.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,0.978,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.036,2013.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.172,2010.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.236,2013.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.312,2010.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.313,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.315,2018.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.376,2013.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.381,2013.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.389,2010.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.429,2013.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.516,2012.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.521,2015.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRACKERS,WHOLEGRAIN CRACKERS,1.569,2013.0,Sweden,N Europe,0
AGRICULTURAL PROCESSED,CRISPBREAD,CRISPBREAD,1.102,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRISPBREAD,CRISPBREAD,1.11,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRISPBREAD,CRISPBREAD,1.13,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRISPBREAD,CRISPBREAD,1.19,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRISPBREAD,CRISPBREAD,1.318,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRISPBREAD,CRISPBREAD,1.471,2016.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRISPBREAD,CRISPBREAD,1.501,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRISPBREAD,CRISPBREAD,1.507,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRISPBREAD,CRISPBREAD,1.645,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,CRISPBREAD,CRISPBREAD,1.739,2013.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,DRESSING,KETCHUP,1.464,2012.0,Europe,Europe,0
AGRICULTURAL PROCESSED,DRESSING,MAYONNAISE,2.04,2012.0,"Germany, Netherlands",N Europe,0
AGRICULTURAL PROCESSED,DRESSING,TEMPÈ,1.1,2008.0,Netherlands,N Europe,0
AGRICULTURAL PROCESSED,EGG PASTA,EGG PASTA,2.4133,2017.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,EGG PASTA,EGG PASTA,2.508,2017.0,USA,N America,0
AGRICULTURAL PROCESSED,EGG PASTA,EGG PASTA,3.1511,2014.0,Italy,Mediterranean area,0
AGRICULTURAL PROCESSED,EGG PASTA,EGG PASTA,3.333333333,2012.0,UK,N Europe,0
AGRICULTURAL PROCESSED,EGG PASTA,EGG PASTA,4.5466,2014.0,USA,N America,0
AGRICULTURAL PROCESSED,FRUIT JUICE (imported ingredients),APPLE JUICE (I),2.84,2018.0,Malta,Mediterranean area,0
AGRICULTURAL PROCESSED,FRUIT JUICE (imported ingredients),BLUEBERRY JUICE (I),3.0,2018.0,Malta,Mediterranean area,0
AGRICULTURAL PROCESSED,FRUIT JUICE (imported ingredients),CRANBERRY JUICE (I),2.88,2018.0,Malta,Mediterranean area,0
AGRICULTURAL PROCESSED,FRUIT JUICE (imported ingredients),CRANBERRY JUICE (I),3.0,2018.0,Malta,Mediterranean area,0
AGRICULTURAL PROCESSED,FRUIT JUICE (imported ingredients),FIG JUICE (I),3.2,2018.0,Malta,Mediterranean area,0
AGRICULTURAL PROCESSED,FRUIT JUICE (imported ingredients),KIWI JUICE (I),2.84,2018.0,Malta,Mediterranean area,0
AGRICULTURAL PROCESSED,FRUIT JUICE (imported ingredients),MANGO JUICE (I),2.96,2018.0,Malta,Mediterranean area,0
AGRICULTURAL PROCESSED,FRUIT JUICE (imported ingredients),PINEAPPLE JUICE (I),2.72,2018.0,Malta,Mediterranean area,0
AGRICULTURAL PROCESSED,FRUIT JUICE (imported ingredients),PINEAPPLE JUICE (I),2.84,2018.0,Malta,Mediterranean area,0
AGRICULTURAL PROCESSED,FRUIT JUICE (imported ingredients),STRAWBERRY & BANANA JUICE (I),2.68,2018.0,Malta,Mediterranean area,0
AGRICULTURAL PROCESSED,FRUIT JUICE LOCAL,ORANGE JUICE,0.241743141,2010.0,USA,N America,0
AGRICULTURAL PROCESSED,FRUIT JUICE LOCAL,ORANGE JUICE,0.280091771,2010.0,USA,N America,0
AGRICULTURAL PROCESSED,FRUIT JUICE LOCAL,ORANGE JUICE,0.321,2011.0,Brazil,S America,0
AGRICULTURAL PROCESSED,FRUIT JUICE LOCAL,ORANGE JUICE,0.424,2011.0,Brazil,S America,0
AGRICULTURAL PROCESSED,FRUIT JUICE LOCAL,ORANGE JUICE,0.442,2011.0,Brazil,S America,0
AGRICULTURAL PROCESSED,FRUIT JUICE LOCAL,ORANGE JUICE,0.453,2011.0,Brazil,S America,0
AGRICULTURAL PROCESSED,FRUIT JUICE LOCAL,ORANGE JUICE,0.461,2011.0,Brazil,S America,0
AGRICULTURAL PROCESSED,FRUIT JUICE LOCAL,ORANGE JUICE,0.464,2011.0,Brazil,S America,0
AGRICULTURAL PROCESSED,FRUIT JUICE LOCAL,ORANGE JUICE,0.466,2011.0,Brazil,S America,0
AGRICULTURAL PROCESSED,FRUIT JUICE LOCAL,ORANGE JUICE,0.516,2011.0,Brazil,S America,0
AGRICULTURAL PROCESSED,FRUIT JUICE LOCAL,ORANGE JUICE,0.94,2009.0,Brazil,S America,0
AGRICULTURAL PROCESSED,FRUIT JUICE LOCAL,ORANGE JUICE,1.1,2008.0,Brazil,S America,0
